Diaz, Miller and Donovan|Argentina|3.05|True
Crosby, Deleon and Fritz|USA|68.1|False
Cohen, Thornton and Munoz|Portugal|89.9|True
Kramer-Jackson|Italy|65.5|False
Brown-Mccullough|China|15.5|True
Robinson, Stanley and Calhoun|Austria|72.7|True
Rice Inc|Greece|58.3|False
Bolton, Lewis and Johnson|New Zealand|93.0|False
Berry and Sons|Russia|95.3|False
Morales-White|Spain|91.2|False
Richardson-Ochoa|Germany|50.1|False
Wallace, Johnson and Donovan|Germany|83.5|False
Berry, Bauer and Rowland|Austria|42.4|False
Collins-Good|Italy|86.5|False
Hernandez-Rice|Greece|83.7|True
Munoz-Roberson|France|83.1|True
Peters, Jones and Ford|Hungary|85.8|False
Simpson LLC|Italy|67.8|True
Garcia-Holmes|Greece|9.15|False
Davis Ltd|Moldova|81.8|True
Wise and Sons|Greece|68.1|False
Todd, Miller and Parrish|Chile|12.4|False
Lin, Tapia and White|Brazil|59.9|False
Young, Evans and Anderson|Spain|89.0|False
Chapman-Phillips|Australia|31.0|False
Davis, Burton and Ramos|China|2.94|True
Chaney LLC|China|6.55|False
Ward Inc|Greece|14.9|False
Ramirez PLC|France|6.81|True
Downs and Sons|Hungary|57.2|False
Nguyen, Stanley and Palmer|Chile|9.51|False
Caldwell, White and Potter|Moldova|34.8|True
Sweeney, Schwartz and Robinson|France|77.9|False
Powell, Marshall and Chambers|Argentina|61.6|True
Torres, Gonzalez and Coleman|Germany|76.0|True
Baldwin Group|Spain|31.6|True
Lin Group|Portugal|77.4|False
Stout, Dawson and Cabrera|Chile|30.2|True
Herrera, Lee and Johnson|Italy|34.8|False
Jackson PLC|Australia|69.3|True
Jenkins-Frazier|Austria|82.0|True
Edwards, Harris and Mckay|Hungary|85.8|False
Anderson-Coleman|Chile|97.6|False
Vargas, Hall and Jackson|Russia|3.3|False
Ibarra-Mckinney|Moldova|73.5|False
Johnson-Irwin|New Zealand|9.11|True
King LLC|Romania|90.3|True
Collins Ltd|Germany|90.9|False
Strickland-Jackson|Chile|90.3|False
Mcpherson-Hobbs|Hungary|31.7|True
Hernandez-Sutton|Moldova|26.4|True
Pearson Ltd|Portugal|23.7|False
Edwards Group|Argentina|25.5|True
Thomas-Glass|Australia|39.1|False
Holden, Hansen and Massey|Italy|65.3|False
Barrera, Murray and Lee|Australia|64.2|False
Harrison-Lambert|France|71.4|True
Vega-Hayes|Hungary|50.8|True
Mack-Sutton|New Zealand|49.4|True
Wagner, Norton and Zhang|Australia|9.77|True
Leblanc LLC|Italy|73.6|False
Simpson-Carter|Austria|5.92|True
Holden Inc|Chile|8.36|False
Hood, Smith and Holmes|Italy|27.2|False
Jimenez, Mitchell and Pope|South Africa|82.5|False
Case, Smith and Hernandez|Austria|14.0|True
Hall, Floyd and Delgado|South Africa|30.9|False
Stanley-Mann|Argentina|98.2|False
Rogers-Mack|Austria|92.9|True
Ramirez-Diaz|Hungary|58.7|False
Johnson-Wells|South Africa|32.0|True
Yu-Nicholson|Austria|21.3|False
Gibbs PLC|Russia|83.9|False
Brown-Turner|USA|5.28|True
Walsh Group|Russia|45.5|True
West and Sons|Greece|43.4|False
Fuentes, Copeland and Bright|Russia|6.27|True
Andrews-Wilkerson|Brazil|32.3|True
Ruiz-Rodriguez|China|36.1|False
Hobbs-Carter|Austria|76.4|True
Carter, Green and Callahan|Argentina|32.2|True
Jones, Thomas and Harrell|Bulgaria|48.3|False
Carroll-Barnes|Romania|35.9|True
Gomez-Mcdonald|Germany|18.2|True
Gonzalez, Suarez and Martin|Portugal|33.5|False
Barnes-Robinson|Portugal|82.6|False
Browning-Torres|Russia|27.9|True
Rodriguez, Knapp and Hale|France|26.1|True
Beltran, Richmond and Rodriguez|Spain|73.4|True
Price PLC|New Zealand|62.7|False
Rowe Ltd|Spain|26.5|False
Anderson, King and Ingram|Spain|54.1|True
Green-Wells|Germany|83.1|False
Rogers-Reyes|USA|59.4|True
White LLC|Argentina|45.0|False
Lawrence PLC|USA|66.8|True
Duran, Roy and Hopkins|Hungary|99.7|True
Walker-Allison|New Zealand|75.1|False
Martin, Bray and Sherman|Russia|85.4|True
Serrano-Nelson|USA|30.5|True
Hunter, Howard and Monroe|Spain|78.7|False
Galloway-Chaney|New Zealand|24.3|False
Brock, Dudley and Mills|China|10.3|True
Chavez Group|Greece|74.2|False
Diaz Ltd|Bulgaria|34.3|False
Levine-Hale|Greece|70.0|True
Raymond, Fisher and Wallace|Russia|18.7|False
Elliott-Benson|France|91.7|False
Blair Inc|South Africa|60.3|False
Ross Group|Italy|39.5|True
Ray, Hodge and White|Italy|17.7|False
Curry, Irwin and Smith|France|87.8|False
Green, Stewart and Ayers|Argentina|64.6|False
Smith, Moreno and Jones|Greece|21.2|True
Johnson-Steele|Romania|87.3|True
Gonzalez-Meza|Austria|28.2|True
Robinson-Ingram|Hungary|68.3|False
Benson-Mann|New Zealand|80.5|False
Lang, Rogers and Morris|Australia|57.2|True
Arnold-Reed|Portugal|50.2|True
Mckinney-Clark|Germany|58.2|False
Peters, Mckinney and Gonzalez|Chile|30.2|False
Brady, Peters and Sullivan|Germany|42.2|True
Ward and Sons|Moldova|26.2|True
Hudson LLC|Austria|6.49|True
Brown, Davidson and Owens|South Africa|39.3|False
David, Wagner and Maldonado|New Zealand|81.4|False
Anderson LLC|New Zealand|7.59|True
Butler PLC|Argentina|37.2|True
Yu LLC|Brazil|56.9|False
Burke LLC|Hungary|28.8|False
Horn Group|Bulgaria|31.7|False
Green, Obrien and Williams|Chile|15.9|False
Berry-Mcdaniel|Australia|53.5|True
Russell-Johnson|Greece|41.9|True
Shaw-Hall|Chile|27.5|False
Graves, Smith and Estes|Italy|78.1|True
Vincent-Guerrero|Chile|92.9|True
Leonard-Jones|Austria|37.1|False
Landry, Fuller and Singh|Greece|67.1|True
Alexander Ltd|Germany|51.9|False
Larson, Alexander and Harris|Greece|95.3|True
Leonard Group|USA|10.4|True
Carlson, Love and Castro|Portugal|62.1|False
Lee, Hammond and Beard|New Zealand|84.2|False
Mclaughlin-Fox|South Africa|6.54|False
White, Yoder and Flores|Greece|41.3|True
Walker-Clarke|Argentina|62.3|False
Murray PLC|China|95.0|False
Stewart-Allison|New Zealand|49.6|True
Gray Ltd|France|38.7|True
Moss Ltd|Croatia|58.7|True
Carpenter-Peters|Spain|29.1|True
Cross, Tran and Smith|Russia|63.7|True
Santiago Ltd|Brazil|56.5|True
Rojas, Rowe and Alvarez|Italy|71.6|True
Johnson and Sons|Hungary|11.4|False
Reyes-Willis|France|25.6|False
Morris-White|Spain|7.8|False
Perez Inc|Chile|3.31|False
Ray-Mullins|Spain|77.3|True
Lucas Group|Germany|40.6|False
Reyes, Walls and Walsh|Italy|41.3|False
Mitchell and Sons|Germany|98.5|True
Hamilton LLC|New Zealand|87.4|False
Bell Inc|Germany|42.7|True
Scott-Lee|Bulgaria|32.5|True
Rogers and Sons|Chile|15.8|True
Hayes, Pacheco and Scott|Russia|99.9|False
Rodriguez Inc|Italy|10.8|True
Rodriguez, Morris and Pollard|China|64.3|True
Fitzgerald, Butler and Anderson|Spain|35.7|False
Salinas, Ross and Jones|Greece|81.1|False
Reid, Ramirez and Barber|China|16.7|False
Bates Ltd|Russia|4.5|False
Burton, Galloway and Burke|Romania|24.2|False
Houston, Velez and Contreras|Bulgaria|33.4|False
Armstrong, Garcia and Davidson|Bulgaria|22.2|True
Christian PLC|Brazil|54.1|True
Singleton, Calhoun and Miller|Argentina|6.98|False
Thompson, Rivera and Avery|New Zealand|37.3|True
Hawkins LLC|Moldova|72.6|False
Wise PLC|South Africa|82.3|False
Martinez-Wright|USA|54.7|False
Burgess PLC|Russia|45.3|False
Burton-Martinez|Moldova|81.6|False
Jones, Galloway and Black|Italy|39.0|False
Miller-Patrick|Bulgaria|21.0|False
Fisher and Sons|Greece|71.9|True
Thomas, Proctor and Nash|Brazil|44.3|True
Frey, Bray and Fry|Spain|86.4|False
Torres-Hall|Croatia|91.2|True
Brown, Harrell and Chapman|Argentina|18.6|False
Sanders-Griffin|Argentina|19.4|False
Lewis, Barton and Arias|South Africa|77.9|True
Daniels-Sparks|Italy|60.8|False
Robertson Ltd|New Zealand|2.18|False
Park, Calhoun and Stevenson|Argentina|74.3|True
Huynh and Sons|Greece|45.2|False
Leon, Wolf and Garcia|Brazil|71.0|True
Robertson, Rose and Hernandez|Portugal|59.1|True
Nguyen, Hood and West|USA|78.5|True
Pacheco, Brandt and Castillo|Australia|95.2|True
Hernandez, Wood and Mathews|Austria|79.2|True
Robertson Group|USA|38.2|False
Hudson, Mckee and Taylor|Austria|58.9|False
Hernandez Inc|Hungary|11.4|False
Salas-Griffin|France|85.7|True
Smith Inc|Austria|97.8|True
Watkins, Andrews and Flores|Germany|76.7|False
Snyder Ltd|New Zealand|35.9|True
Lam-Perry|China|29.5|False
Berry Inc|USA|72.3|True
Baker, Guzman and Moore|Bulgaria|26.3|True
Taylor PLC|USA|2.88|True
Walsh, Huffman and Lynch|Croatia|27.6|True
Watkins-Hayes|Russia|84.9|True
Bright, Hancock and Roberts|Hungary|4.69|True
Fowler-Kane|Austria|17.1|True
Rodriguez LLC|USA|65.0|False
Moore, Garcia and Castaneda|Portugal|52.1|True
Golden and Sons|France|48.5|False
Harris-Martin|Romania|25.0|False
Castillo-Ramos|Russia|16.0|True
Chang, Young and Taylor|USA|19.5|False
Dominguez-Adams|Portugal|9.85|True
Stephens-May|Chile|36.5|False
Hansen Group|Australia|77.2|False
Fuller and Sons|New Zealand|23.8|False
Whitehead, Oconnell and Mccarthy|France|20.8|True
Cook Group|Chile|39.0|False
May LLC|Romania|30.8|False
Johnson-Gomez|Argentina|5.25|False
Frazier and Sons|Germany|58.3|False
Avila-Stephens|Greece|29.2|False
Mcmillan and Sons|Spain|41.5|True
Gonzalez PLC|Romania|1.74|False
Horn-Pierce|Portugal|85.9|False
Jackson-Robinson|USA|3.08|False
Bell-Mckenzie|USA|31.9|True
Garcia PLC|Russia|7.6|True
Schwartz-Lee|Portugal|13.9|True
Stokes, Foster and Brown|Australia|10.6|False
Holmes-Perry|China|9.69|False
Pratt-Simpson|Bulgaria|37.4|False
Smith, Padilla and Miller|Portugal|3.27|True
Cox, Fields and Smith|Germany|84.7|True
Franklin-Gardner|Chile|39.6|False
Morris-Trevino|Romania|80.8|True
Hess, Hall and Blair|New Zealand|93.7|False
Torres, Wheeler and Benson|Portugal|54.3|True
Rowe, Hodge and Morales|Bulgaria|46.7|False
Brown-Hernandez|South Africa|56.4|False
Andrade, Heath and Anderson|USA|95.9|True
Watts, Ware and Dean|Australia|53.7|False
Duncan, Green and Livingston|USA|58.2|False
Melton-Thomas|USA|38.2|False
Jackson, Wright and Nelson|USA|56.2|False
Lewis-Steele|South Africa|82.9|True
Pena and Sons|Bulgaria|83.4|True
Pace Inc|Croatia|41.8|True
Simmons-Pierce|China|5.73|False
Collins-Fitzgerald|Italy|31.2|True
Gentry Inc|Russia|91.9|False
Lee and Sons|Brazil|99.2|False
Gordon, Smith and Nichols|Russia|8.39|False
Harrison, Hill and Myers|China|65.4|False
Church, Pierce and Shelton|China|66.5|True
Humphrey-Rodgers|New Zealand|83.6|False
Brown and Sons|Croatia|38.5|False
Alexander, Lambert and Santana|Portugal|9.22|True
Kennedy Inc|Germany|87.7|False
Munoz LLC|Croatia|54.4|True
Gomez Inc|China|22.6|False
Pittman Inc|Spain|27.7|True
Wilson and Sons|Italy|85.6|False
Marks-James|Italy|22.7|False
Mcdonald-Mack|Croatia|56.6|True
Pena, Maldonado and Key|Germany|74.7|True
Golden-Morales|South Africa|86.6|False
Larson-Huff|Chile|81.6|False
Fitzpatrick PLC|Russia|73.8|True
Hansen, Brown and Herman|Germany|24.8|False
Jones-Hall|Russia|43.1|False
Gillespie, Olson and Todd|Russia|36.8|False
Calderon-Spencer|Spain|94.7|True
Hancock-Johnson|Italy|26.6|False
Harvey-Dunn|Hungary|57.8|True
Payne LLC|Romania|66.3|True
Richards-Hughes|Australia|44.2|False
Price, Rodriguez and Hicks|Greece|6.94|False
Terry, Martinez and Peters|Chile|90.4|True
Brown, Baker and Castro|Russia|14.0|False
Mcbride Inc|South Africa|36.2|False
Hunter, Thomas and Adams|Germany|58.5|True
Evans LLC|New Zealand|29.4|True
Lowe-Becker|Bulgaria|40.4|False
Baker-Sanders|Chile|3.22|True
Tran LLC|Australia|13.2|False
Johnson Group|Austria|77.6|False
Wilson-Oneill|Australia|99.8|True
Frazier Group|Bulgaria|75.1|False
Brady-Huang|Australia|91.6|True
Beck, Osborne and Jones|Moldova|36.7|False
Wolf, Vega and King|Chile|53.6|True
Phillips Ltd|Italy|13.6|True
Francis-Lawrence|Argentina|35.8|True
Levine, Curtis and Brown|Bulgaria|8.93|True
Welch, Hughes and Smith|Austria|82.7|False
Hernandez-Arroyo|Russia|19.2|False
Ward, Klein and Chavez|Portugal|83.6|False
Little, Armstrong and Shelton|Hungary|2.7|False
Hampton, Burns and Jones|Germany|84.9|True
Wyatt Group|New Zealand|79.6|False
Jones, Roy and Johnson|Croatia|2.53|True
Graham-Carter|Argentina|58.5|True
Pierce-Green|Austria|65.8|False
Kane and Sons|Argentina|73.4|True
Jacobs, Sandoval and Payne|Romania|27.2|False
Mccullough, Holloway and Salas|Brazil|84.0|True
Friedman Ltd|Italy|52.8|False
Townsend Ltd|Spain|61.1|False
Todd and Sons|Italy|62.3|False
Perez PLC|South Africa|53.7|False
Hopkins-Scott|Bulgaria|17.5|False
Jimenez Group|Russia|38.3|True
Raymond, Smith and Martinez|Germany|21.2|True
Moreno-Vazquez|Hungary|42.6|False
Kelley, Nicholson and Peterson|Portugal|85.6|False
Higgins, Obrien and Rios|Russia|55.8|True
Smith-Spencer|Romania|30.3|False
Campbell-Abbott|Australia|90.6|False
Rogers-Floyd|Chile|78.5|False
Gonzalez and Sons|Greece|33.5|True
Maldonado, Cruz and Chavez|Russia|47.1|False
Richardson-Randall|Russia|69.3|False
Odom-Martinez|USA|57.5|False
Wilson, Hill and Chaney|Australia|13.0|False
Williams LLC|Portugal|42.2|False
Tran PLC|Croatia|13.9|False
Ramos-Hunter|Germany|73.6|False
Ferguson and Sons|Croatia|84.5|False
Juarez-Bowers|France|99.4|False
Garcia, Scott and Hernandez|Chile|38.4|True
Shelton, Johns and Wallace|Russia|50.7|False
Jordan and Sons|Croatia|73.9|True
Miller, Lee and Wilson|Russia|69.4|False
Terry-Johnson|Russia|48.3|False
Brown-George|Croatia|82.1|False
Reid Ltd|Australia|81.4|False
Perez-Fernandez|USA|25.9|False
Walsh-Harris|France|70.5|True
Smith, Long and Fowler|Hungary|61.9|True
Ramos-Foster|Bulgaria|73.8|True
Christian Inc|Chile|76.8|False
Mitchell, Sherman and Medina|Croatia|10.5|False
Nguyen-Raymond|New Zealand|84.5|False
Hall LLC|France|77.8|False
Parker, Schmitt and Glover|Hungary|19.9|True
Thompson-Williams|Russia|6.11|True
Park-Long|Spain|19.1|False
Singh, Harris and Garcia|Spain|96.5|True
Frank, Jackson and Griffith|Moldova|20.6|True
Esparza, Archer and Reyes|Italy|11.1|False
Miller, Banks and Wong|Chile|76.0|False
Smith, Brown and Reed|Portugal|56.9|True
Cooke and Sons|Australia|19.0|True
Cook Ltd|Greece|33.7|False
Smith, Kelly and Barker|Croatia|96.6|False
Young, Brown and Haynes|Moldova|81.0|False
Brown, Arellano and Robinson|Australia|22.3|True
Mckinney-Perez|Germany|84.5|False
Wade-Moore|USA|15.7|False
Hudson, Washington and Murray|Romania|95.1|True
George-Le|Argentina|37.1|True
Bowen, Foster and Odom|China|54.9|False
Morrow, Garcia and Morton|Austria|94.0|True
Ortega Inc|Brazil|97.1|False
Williams PLC|USA|81.9|True
Sanchez-Nelson|Chile|67.1|False
Brown-Park|Romania|87.0|False
Ballard, York and Jenkins|Moldova|59.8|True
Martin, Wallace and Ashley|Brazil|86.1|False
Hughes Group|China|35.5|False
Lee-Mitchell|Moldova|12.6|False
Diaz, Schwartz and Stevenson|Argentina|26.1|True
Harvey PLC|Argentina|66.2|False
Clark-Davis|China|99.5|False
Perry LLC|Brazil|1.64|True
Martinez and Sons|Australia|74.2|True
Taylor, Davila and Carroll|South Africa|70.4|True
Sims LLC|Chile|77.0|False
Potts Ltd|Portugal|21.9|False
Mason and Sons|Spain|16.8|True
Hart, Roberts and Lewis|Romania|48.3|True
King-Ryan|Chile|4.93|False
Moore-Jones|New Zealand|56.7|False
Griffin-Little|Greece|9.75|False
Frey LLC|Croatia|92.0|True
Jones, Mcdonald and Johnston|Italy|82.3|False
Kelley, Woods and Taylor|China|42.6|True
Davis, Costa and Goodwin|Argentina|17.9|False
Cabrera, Chapman and Holloway|Greece|54.9|True
Terrell-Ellis|Australia|33.0|False
Johnston-Parsons|Germany|48.3|True
Roberts LLC|Portugal|36.8|False
Alexander, Gallagher and Henderson|Hungary|32.5|False
Jackson LLC|Spain|48.2|True
Jackson Ltd|Greece|29.1|False
Higgins, Mccarthy and Long|Portugal|20.4|False
May PLC|Chile|66.0|True
Davis-Ponce|Romania|84.2|False
Kerr Inc|Austria|82.6|True
Moore Inc|Argentina|37.6|False
Smith, Williams and Mullins|Hungary|95.8|True
Henry, Smith and Walker|Romania|56.1|False
Maldonado, Smith and Hernandez|USA|35.3|True
Guzman PLC|Russia|16.5|True
Reed-Henderson|Italy|59.7|True
Lowe, Hubbard and Holden|Austria|90.9|False
Rodriguez and Sons|Bulgaria|11.2|False
Hendricks, Garcia and Stephens|France|19.0|False
Gay Group|Chile|82.2|True
Swanson-Lee|Romania|13.3|True
Jenkins and Sons|Moldova|64.4|True
Jacobs, Newman and Hayes|USA|74.3|False
Harding, Adams and Wiley|Chile|89.8|False
Salinas, Archer and Best|Portugal|79.7|True
Davidson, Hurley and Estes|Italy|17.9|False
Smith LLC|South Africa|39.0|False
Meyer PLC|Romania|2.21|True
Wilkinson LLC|China|71.7|False
Wilson-Jones|Brazil|57.4|False
Miller, Fox and Vasquez|New Zealand|30.8|False
Jensen, Thompson and Wong|Portugal|78.0|True
Vasquez Ltd|Brazil|49.9|False
Mckay-Kelly|Romania|35.7|True
Gonzalez-Drake|Greece|49.9|False
Burton, Cox and Thompson|Portugal|34.4|True
Graham Inc|Bulgaria|67.2|False
Suarez-Barnes|Greece|74.4|False
Love, Hart and Davis|Hungary|85.1|False
Green, Mccoy and Morrison|South Africa|51.0|True
Olsen Ltd|France|78.5|True
Erickson Ltd|Bulgaria|65.4|False
Turner, Williams and Thomas|Bulgaria|87.0|True
Flynn Ltd|Germany|41.0|False
Smith-Rowe|Moldova|13.9|False
Powell, Lewis and Harrison|Greece|64.0|True
Harris Ltd|China|46.1|False
Harrison-Long|Argentina|91.3|False
Ramos-Kelly|Hungary|57.1|False
Doyle PLC|Croatia|7.68|False
Huynh, Mclaughlin and Turner|Germany|95.3|True
Myers, Davila and Carter|Spain|11.0|False
Knight, Nelson and Nichols|China|38.5|True
Harvey-Davis|Argentina|11.9|True
Moran LLC|Croatia|85.5|True
Martin and Sons|Italy|72.3|False
Riley-Gray|Moldova|60.3|True
Black Ltd|Australia|3.54|True
Phillips, Schroeder and Barber|Chile|13.0|True
Rhodes Ltd|Bulgaria|6.27|False
Harmon-Davis|Hungary|24.2|False
Clark, Diaz and Nichols|USA|96.7|True
Smith, Gray and Greene|Germany|49.0|False
Mason, Adams and Huffman|Germany|22.7|True
Mills, Murray and Sanchez|Romania|67.4|False
Strickland and Sons|Argentina|13.0|False
Mullins, Clark and Espinoza|Spain|47.7|False
Douglas, Ryan and Cooper|Brazil|35.0|False
Peterson LLC|Croatia|94.2|True
Williams-Henry|Romania|52.0|False
Reed PLC|Chile|67.1|True
Burke-Thomas|Hungary|76.8|False
Hanson, Perkins and Clark|Moldova|79.4|False
Banks, Phillips and Sharp|Romania|10.9|True
Burgess-Martinez|France|9.69|False
Walker, Hernandez and Wilson|Moldova|68.9|True
Miller-Dawson|Greece|44.5|False
Griffin-Walker|Moldova|84.1|True
Cruz, Sanchez and Simmons|Croatia|95.4|True
Golden Group|Australia|18.6|True
Henry-Davis|Bulgaria|5.63|False
Herring, Turner and Mendoza|Germany|43.7|True
Leblanc-Christensen|France|74.9|False
Burnett Ltd|Argentina|57.3|True
Walker LLC|USA|5.85|False
Mendez-Cook|Portugal|95.9|True
Romero-Ramirez|China|48.0|True
Aguirre Ltd|New Zealand|73.6|True
George Ltd|Germany|41.1|False
Patterson, Dunn and Gonzales|Moldova|61.7|False
Sanchez, Wolfe and Griffin|Hungary|99.6|False
Sullivan-Pena|China|96.7|True
Gray Inc|France|21.0|True
Monroe, Andrade and Jones|Italy|18.8|False
Thompson-Snyder|New Zealand|2.68|False
Johnston Ltd|Chile|62.9|True
Castillo-Meyer|Germany|79.5|True
Chapman, Hall and Hall|Argentina|32.6|False
Miller, Jones and Stewart|Spain|7.3|False
